st_gene_id	gene_id	gene_symbol	fpkm_A11A	fpkm_A12A	fpkm_A13A	fpkm_A15A	fpkm_A16A	fpkm_A17A	fpkm_A18A	fpkm_A19A	fpkm_A1A	fpkm_A20A	fpkm_A2A	fpkm_A3A	fpkm_A4A	fpkm_A5A	fpkm_A6A	fpkm_A7A	fpkm_A9A	fpkm_B10A	fpkm_B12A	fpkm_B13A	fpkm_B14A	fpkm_B15A	fpkm_B16A	fpkm_B18A	fpkm_B19A	fpkm_B1A	fpkm_B20A	fpkm_B3A	fpkm_B4A	fpkm_B5A	fpkm_B6A	fpkm_B7A
84823	84823	LMNB2	12.43	13.02	5.31	10.21	9.24	11.51	12.48	12.58	7.3	12.34	12.01	13.24	8.65	10.16	4.55	12.8	9.28	7.27	10.08	8.17	5.32	5.74	9.39	8.21	7.42	10.09	8.26	5.49	8.38	9.93	2.98	3.41
3313	3313	HSPA9	77.93	100.41	49.24	71.79	73.1	61.79	67.19	73.97	47.95	71.06	64.08	70.43	62.22	54.5	35.56	55.62	71.49	45.09	46.89	54.41	56.95	45.04	61.69	54.94	55.06	61.61	57.82	38.75	49.33	63.15	23.99	47.86
4135	4135	MAP6	74.5	46.04	67.94	88.24	88.39	76.1	80.68	87.05	68	82.27	68.3	54.02	66.95	44.4	68.85	69.5	64.94	25.53	72.01	65.43	54.13	69.95	59.77	71.85	79.64	61.82	76.64	82.66	67.29	75	47.1	22.42
130132	130132	RFTN2	0.51	0.76	0.25	0.58	0.76	1.16	0.55	0.7	0.29	0.61	1.16	0.38	0.27	0.69	0.27	1.07	0.45	0.31	0.3	0.81	1.34	0.39	1.22	0.64	0.35	0.51	0.87	0.24	0.74	0.57	0.09	0.21
10647	10647	SCGB1D2	0	0	6.76	0.14	2.53	0	0	0.29	1.1	0.3	0	0	0	0.18	0.66	0.36	0.43	7.01	1.87	0.42	4.46	7.16	5.25	3.53	2.23	0.7	3.54	1.43	0	0.14	2.46	3.49
3916	3916	LAMP1	133.16	130.45	149.73	132.86	93.92	106.48	111.57	115.54	148.37	97.65	119.08	139.13	109.2	140.25	70.73	132.65	133.8	179.31	199.33	153.01	182.67	101.16	179.02	109.27	148.47	163.93	169.54	124.09	146.95	159.99	91.64	53.52
26123	26123	TCTN3	23.59	18.6	39.15	27.69	20.92	24.39	23.93	24.7	35.64	21.61	22.62	26.79	33.03	21.49	31.36	24.65	27	26.72	15.17	17.52	14.07	20.91	19.14	18.29	18.72	18.19	15.09	32.81	16.21	21.36	23.09	28.8
23390	23390	ZDHHC17	30.68	34.51	20.95	33.71	27.98	27.52	28.04	30.85	19.39	29.96	30.8	30.8	27.17	35.39	12.1	26.85	29.89	27.25	22.37	25.06	30.4	20.8	24.7	27.61	23.23	28.92	29.73	13.98	30.88	26.07	10.78	12.57
276	276	AMY1A	0	0.04	0	0.14	0.11	0.08	0.07	0	0	0.02	0.02	0.05	0	0	0	0.25	0.15	0.23	0.41	0.23	0.73	0.34	0	0.08	0.02	0.1	0.05	0.63	0.28	0.18	0.03	0.15
10015	10015	PDCD6IP	34.56	41.23	25.14	37.65	46.33	39.76	33.23	45.15	25.36	41.06	38.17	36.05	35.01	33.55	16.6	32.78	36.31	39.01	26.65	38.93	40.15	23.37	33.63	34.21	35.36	40.68	37.42	21.4	34.5	38.87	12.57	18.99
6006	6006	RHCE	0.41	0.43	0.88	1.06	0.55	0.53	0.5	1.05	1.98	0.71	0.28	0.22	0.93	0.14	0.54	0.2	1.17	0.82	0.33	1.21	0.73	1.09	2.36	0.99	0.53	1.76	0.42	0.82	0.43	1.29	2.71	0.31
6376	6376	CX3CL1	2.36	20.08	14.13	6.38	2.22	4.42	6.5	3.32	9.85	3.12	5.42	24.6	21.91	24.02	4.98	14.71	20.47	1.02	0.75	1.4	2.73	0.88	6.49	2.73	0.85	0.74	1.14	0.48	1.7	1.48	0.06	0.05
374786	374786	EFCAB5	0.05	0.17	0.15	0.17	0.06	0.08	0.24	0.25	0.09	0.14	0.11	0.21	0.16	0.21	0.2	0.08	0.16	0.31	0.18	0.24	0.32	0.18	0.21	0.34	0.23	0.13	0.24	0.13	0.12	0.27	0.16	0.05
404672	404672	GTF2H5	5.66	6.18	8.96	5.59	4.32	6.13	5.18	5.29	7.77	6.29	6.56	4.37	7.6	7.01	17.44	7.16	5.41	5.98	7.11	4	3.07	5.54	4.12	5.39	4.74	4.61	4.16	10.42	4.31	4.3	13.38	10.37
53981	53981	CPSF2	7.17	7.53	5.6	6.2	6.96	5.9	5.83	8.42	4.76	6.7	6.43	6.79	6.28	6.16	3.44	5.69	7.79	5.54	6.65	6.75	6.01	4.38	6.67	5.93	7.08	7.05	7.65	4.41	6.1	8.3	4.07	3.96
126668	126668	TDRD10	7.45	6.85	4.49	6.12	2.01	5.2	16.5	5.36	6.14	4.34	19.32	55.05	8.35	19.7	0.27	1.48	23.77	0.63	0.38	1.19	0.92	0.31	1.84	0.91	0.58	0.47	0.8	0.24	0.78	1.12	0.41	0.07
143279	143279	HECTD2	5.67	14.05	9.15	8.96	9.33	8.63	6.96	8.71	10.19	6.95	9.39	6.48	18.2	7.35	7.53	9.13	14.45	5.83	4.08	6.15	7.28	5.4	5.55	5.9	5.47	5.98	5.87	5.25	7.83	4.91	5.57	4.88
9183	9183	ZW10	9.81	8.71	7.44	8.37	8.77	7.68	8.46	9.9	6.62	8.46	8.84	10.05	9.29	8.49	5.38	5.14	7.21	3.13	5.82	7.85	2.69	5.87	5.91	7.26	7.17	6.74	7.67	7.21	6.77	6.52	4.96	3.38
55552	55552	ZNF823	1.08	2.46	0.75	1.64	0.99	1.41	1.84	1.12	1.16	1.42	1.74	1.96	1.06	2.07	0.91	1.47	1.7	1.31	0.74	0.7	0.6	0.71	1.04	0.94	0.59	0.43	1	0.24	0.93	0.73	0.51	1.19
84322	84322	C18orf12	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0
79165	79165	LENG1	10	10.6	9.11	9.25	6.39	14.7	10.78	8.1	10.88	9.8	13.23	12.45	12.9	15.46	14.96	13.27	12.9	12.68	21.11	9.37	7.62	13.45	9.79	15.25	9.79	11.1	11.52	17.67	12.69	9.12	15.48	18.5
4124	4124	MAN2A1	7.01	5.61	6	5.22	16.22	6.67	9.3	14	16.34	5.62	8.65	9.12	9.53	8.21	5.45	4.89	9.88	27.54	17.69	42.09	21.65	17.96	20.28	16.37	18.8	29.58	17.47	14.82	29.04	22.78	27.48	18.54
26190	26190	FBXW2	11.18	12.46	10.47	12.58	12.48	11.52	12.29	13.54	9.6	12.21	11.52	12.46	11.73	10.05	7.59	9.45	11.57	11.55	7.59	10.76	11.78	7.81	10.51	9.11	7.85	10.75	11.19	8.96	10.72	11.99	9.04	8.76
22899	22899	ARHGEF15	0.96	1.35	0.56	0.56	2.42	3.99	1.31	1.38	0.53	1.68	2.02	1	0.48	2.77	0.78	3.35	1.02	0.99	0.7	1.06	1.12	0.27	4.92	1.68	0.57	0.52	1.92	0.36	1.38	0.99	0.11	0.14
4985	4985	OPRD1	0.26	0.4	0.13	0.35	0.28	0.23	0.25	0.36	0.11	0.36	0.2	0.46	0.19	0.28	0.1	0.23	0.31	0.21	2.92	0.51	0.52	0.49	0.33	2.06	0.53	0.43	0.45	0.09	0.41	0.42	0.11	0.09
2986	2986	GUCY2F	0	0	0	0.02	0.05	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0.03	0.01	0	0	0	0	0	0	0	0.03	0.02	0.03	0.03	0.02	0.01
26130	26130	GAPVD1	9.8	12.39	7.15	11.17	10.92	10.44	10.52	12.68	6.88	10.75	9.52	11.74	9.28	8.68	4.66	8.61	10.09	9.4	8.4	13.17	15.39	9.51	11.65	10.77	10.36	11.86	12.34	8.2	11.38	14.12	5.84	7.4
54332	54332	GDAP1	55.55	41.47	40.2	55.88	48.62	47.64	44.4	56.12	32.25	52.59	50.6	45.91	45.39	42.45	21.81	36.11	40.03	47.33	41.77	50.16	42.84	49.46	38.68	47.46	53.82	48.17	54.58	39.78	44.03	55.9	23.6	31.67
64396	64396	GMCL2	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.02	0	0	0.02	0	0	0
102723796	102723796	TLE7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26249	26249	KLHL3	9.87	7.53	4.87	10.24	8.69	9.96	9.19	12.22	5.38	8.17	9.6	11.36	10.01	4.87	2.32	6.17	12.45	15.06	1.76	8.98	14.11	7.92	10.09	6.63	8.79	10.09	12.85	7.9	9.17	7.75	3.72	8.32
3558	3558	IL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0
3294	3294	HSD17B2	0	0.09	0.04	0.04	0	0.59	0.04	0.04	0.65	0	0.05	0	0	0.05	0	0	0.17	0	0	0	0	0.04	0	0	0	0	0.04	0	0.04	0	0	0
23271	23271	CAMSAP2	8.29	16.23	10.12	8.58	9.41	7.61	8.45	9.22	8	10.39	9.99	8.73	9.62	13.64	6.78	8.4	9.15	8.41	7.06	6.55	3.98	8.02	7.5	7.6	7.14	7.88	7.18	5.93	5.18	7.24	6.26	7.5
1184	1184	CLCN5	6.61	7.06	10.83	9.39	10.63	6.53	8.4	8.13	7.48	7.09	7.13	7.53	6.82	6.56	5.6	7.8	5.92	6.88	7.53	7.55	14.4	5.29	6	7.27	6.56	6.93	7.14	5.9	7.42	8.57	4.08	4.54
162514	162514	TRPV3	0	1.72	0.31	0.17	0.04	0.19	0.1	0.56	0.07	0.21	0.3	0.04	0.33	0.58	0	0.47	0.24	0.14	0.01	0.07	0.11	0	0.02	0.08	0.03	0.06	0.19	0.03	0.58	0.03	0.02	0.14
6046	6046	BRD2	120.73	126.39	87.27	134.74	163.93	127.96	131.08	135.78	116.22	124.22	114.8	140.98	119.91	117.72	58.58	116.48	134.08	102.65	148.71	133.03	111.45	96.3	108.71	148.45	116.48	160.37	130.93	89.07	210.68	132.87	50.47	62.44
9857	9857	CEP350	3.61	5.6	4.1	4.28	4.76	3.84	3.7	4.36	3.84	4.14	4.17	5.25	3.59	4.38	2.36	2.98	4.15	4.43	2.78	4.45	6.06	4.14	3.69	3.62	3.12	4.77	5.07	3.71	4.26	5	2.37	3.21
91749	91749	MFSD4B	1.77	2.62	1.62	2.98	3.29	2.43	2.85	2.45	1.75	2.68	2.47	2.66	2.63	2.13	1.07	3.14	2.92	1.82	2.09	2.59	2.59	1.15	2.16	2.36	2.17	2.87	2.75	1.14	2.93	2.78	0.96	0.87
58512	58512	DLGAP3	9.71	13.35	8.73	13.07	7.36	8.37	15.94	13.03	6.17	10.38	10.39	14.29	13	11.6	3.85	13.97	12.71	7.72	14.05	14.15	5.89	8.18	5.72	7.33	6	12.82	6.44	4.8	16.1	14.78	2.1	2.9
144406	144406	CFAP251	4.68	1.73	2.72	2.34	2.22	4.21	2.35	3.71	4.22	2.58	4.66	2.41	2.95	0.86	2.69	2.83	2.54	3.39	3.36	4.98	5.54	6.13	3.44	5.87	3.34	5.16	4.12	4.02	4.45	5.28	2.03	3.02
9473	9473	THEMIS2	1.61	1.25	3.69	0.95	4.04	3.71	2.59	1.05	3.18	0.99	0.39	2.14	2.53	2.65	1.77	3.08	2.04	2.96	1	6.83	15.34	3.34	15.9	8.91	1.76	4.02	2.47	7.18	13.23	2.33	4.58	2.86
7555	7555	CNBP	138.65	140.08	140.66	120.5	110.37	133.61	119.74	116.33	146.5	128.88	145.25	125.43	129.94	134.28	123.24	120.04	138.35	136.73	129.43	118.31	104.38	162.43	125.55	137.34	128.16	112.93	120.99	163	121.46	105.29	182.76	131.54
128387	128387	TATDN3	15.94	13	14.7	11.87	22.45	14.13	17.07	19.58	13.41	16.21	15.32	15.88	19.19	12.78	16.12	12.9	17.62	16.29	17.24	17.48	13	16.13	15.4	16.76	17.52	13.91	16.87	14.91	16.27	14.76	16.19	15.18
23213	23213	SULF1	38.04	15.18	0.18	13.73	10.58	25.79	36.15	36.59	23.35	18.39	36.15	9.02	1.89	7.88	5.8	16.38	2.56	35.96	28.51	29.17	25.09	16.18	33.75	29.67	34.16	1.43	23.34	22.19	15.2	33.57	13.1	24.31
57509	57509	MTUS1	32.97	31.62	27.88	22.27	30.85	29.49	20.06	22.62	30.54	26.22	24.35	26.58	21.32	27.54	13.14	26.11	21.17	49.61	36.63	66.61	121.99	57.25	63.01	58.83	72.83	36.52	42.41	46.16	45.61	39.82	17.02	25.23
53342	53342	IL17D	6.57	6.22	8.96	6.89	7.2	7.19	7.37	7.7	10.81	7.68	6.72	8.95	6.12	6.71	8.95	5.11	12.36	2.44	3.83	3.61	2.12	2.11	1.65	1.26	2	1.81	2.04	1.38	2.04	1.28	3.79	0.68
6170	6170	RPL39	298.62	429.26	576.54	252	290.59	416.64	271.98	167.99	670.07	317.03	383	242.59	369.4	441.43	1701.29	361.26	264.41	431.48	376.53	190.86	148.2	548.05	402.16	362.46	353.3	170.22	255.47	970.45	218.53	167.6	1537.03	1568.35
440585	440585	FAM183A	21.54	3.04	4.89	7.64	2.94	23.33	12.21	14.06	17.57	18.28	23.74	6.51	13.19	7.61	35.6	14	7.9	1.46	3.99	0.94	0.13	2.92	0.46	1.98	0.76	0.9	14.94	2.87	0.86	1.05	2.65	0.89
30009	30009	TBX21	0.03	0.05	0.07	0.02	0.05	0.16	0	0.05	0.07	0.02	0.08	0.02	0.02	0.06	0	0.09	0.11	0.22	0.02	0.11	0.93	0.13	0.47	0.78	0.08	0	0.13	0.09	1	0.09	0.05	0.02
113791	113791	PIK3IP1	11.91	15.48	13.86	13.37	10.21	16.37	17.22	10.19	14.88	12.84	15.76	18.91	12.57	15.03	7.8	10.05	14.7	30.7	23.17	27.58	10.94	16.48	24.9	26.36	16.95	20.23	22.93	13.31	14.25	12.1	4.36	21.49
51334	51334	PRR16	0.18	12.03	0.22	0.17	0.59	0.39	0.37	0.06	0.16	0.36	0.27	0.18	0.19	2.51	0.76	0.32	0.56	0.19	0.26	0.17	0.26	0	0.21	0.12	0.09	0.22	0.37	0.11	0.2	0.11	0.08	0.28
59348	59348	ZNF350	7.43	7.5	5.24	7.07	7.67	6.12	7.84	6.4	4.91	6.7	6.24	8.82	4.57	6.48	4.49	4.99	6.76	6.71	5.74	7.57	9.23	6.95	5.84	7.71	7.62	7.43	6.86	5.72	6.74	6.5	4.3	6.04
284615	284615	ANKRD34A	1.03	1.31	1.37	1.07	2.07	1.06	1.06	1.02	1.4	0.8	0.75	1.45	1.72	0.69	0.89	0.96	1.83	0.69	0.79	0.76	0.93	0.79	0.69	0.79	0.76	0.82	0.52	0.42	0.98	0.71	0.59	0.47
1298	1298	COL9A2	9.97	7.62	6.93	6.61	1.57	20.67	10.49	5.94	21.4	8.22	3.54	0.71	9.7	3.28	0.95	1.48	8.52	1.06	3.47	2.07	2.57	3.36	1.3	2.57	1.8	1.68	10.18	1.7	1.77	4.07	0.46	0.47
64847	64847	SPATA20	42.34	53.43	37.74	33.39	23.83	35.84	42.53	35.42	41.35	41.14	37.12	23.78	40.82	43.34	44.63	48.68	36.21	9.61	14.23	12.21	11.63	5.33	11.19	9.46	6.57	10.93	11.57	7.75	11.32	9.31	11.18	9.63
11249	11249	NXPH2	0	0	0	0.02	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0
22913	22913	RALY	52.4	57.15	59.9	50.62	49.86	48.52	50.1	39.92	67.22	45.5	54.36	53.47	59.4	71.8	75.27	61.65	59.03	66.74	73.23	42.97	43.65	67.42	56.59	61.76	56.73	53.28	43.96	67.43	52.91	52.02	73.28	62.58
65121	65121	PRAMEF1	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64763	64763	ZNF574	7.92	8.17	3.49	6.93	5.57	5.28	7.9	6.45	5.39	7.27	7.14	8.66	5.78	6.17	3.62	6.85	6.81	6.51	8.15	7.57	10.05	6.66	6.76	8.45	7.47	8.97	6.46	5.64	6.62	6.8	3.64	6.95
7468	7468	NSD2	20.15	26.75	14.88	23.78	19.63	19.6	23.39	22	16.88	23.69	20.67	25.07	18.28	20.48	11.63	20.63	21.43	15.19	15.46	18.57	14.15	14.47	18.28	17.16	16.4	20.42	22	13.8	18.33	20.77	10.53	11.55
91607	91607	SLFN11	0.77	0.61	0.4	0.19	1.53	1.66	0.56	0.5	0.68	0.45	0.81	0.42	0.32	0.78	0.28	1.29	0.78	0.27	0.21	0.93	1.54	0.5	2.91	1.69	0.32	0.59	1.07	0.36	2.29	0.78	0.23	0.24
5393	5393	EXOSC9	18.28	20.15	13.61	18.92	17.17	20.27	19.48	18.31	17.83	18.62	20.39	22.26	21.13	16.63	21.03	17	22.85	15.74	19.34	17.02	17.12	19.6	15.9	19.04	17.61	19.73	18.81	21.55	19.93	17	20.83	21.07
283870	283870	BRICD5	1.87	8.89	3.47	7	2.53	7.11	8.87	7.67	4.3	4.12	6.38	12.75	9.95	7.41	4.5	6.09	8.3	11.23	14.04	5.9	6.01	3.92	8.27	7.42	10.39	4.57	8.24	5.41	6.03	6.34	5.16	13.98
754	754	PTTG1IP	54.94	81.14	73.48	81.56	53.46	60.23	63.27	62.33	77.23	52.34	72.05	81.48	73.93	93.15	50.21	71.87	68.05	90.29	102.78	78.25	58.04	83.57	94.99	80.04	97.39	93.33	88.81	76.54	79.95	96.43	59.97	88.23
55435	55435	AP1AR	11.87	10.4	12.12	11.09	14.26	12.85	10.31	10.55	13.8	11.44	25.86	6.11	17.88	18.19	17.38	16.37	9.12	3.36	3.32	3.1	3.92	2.85	4.7	5.3	3.69	4.05	4.32	3.75	6.1	4.35	3.09	3.88
22978	22978	NT5C2	26.84	35.66	24.03	37.28	36.54	30.46	32.95	35.64	23.67	27.76	28.36	34.58	26.12	28.2	12.87	26.79	30.77	32.17	35.05	39.37	32.16	26.62	42.17	32.78	31.95	36.05	53.04	21.59	38.18	52.48	15.33	22.19
23640	23640	HSPBP1	24.23	26.67	30.94	31.84	17.32	23.39	29.14	26.16	34.62	31.43	26.42	29.26	41.12	30.13	52.48	39.54	33.29	23.77	37.78	15.16	11.32	20.82	20.55	20.43	20.45	16.94	15.26	23.34	16.03	17	31.81	25.48
10797	10797	MTHFD2	9.43	39.2	5.99	4.11	35.81	4.81	6.02	5.67	11.07	5.49	9.31	3.23	6.46	6.01	4.27	8.75	4.11	35.01	11.05	17.88	72.52	64.11	62.06	34.04	65.73	17.12	31.43	34.77	23.29	21.44	15.77	68.11
340075	340075	ARSI	1.95	0.04	11.95	7.93	4.6	2.15	0.27	1.15	2.03	7.29	0.15	0.33	0.84	0.8	0.64	5.82	0.32	0.38	0.07	0.22	0.12	0.12	0.6	0.36	0.09	0.02	0.09	0.02	0	0.19	0.27	0.04
255104	255104	TMCO4	5.24	8.05	4.1	6.28	4.89	8.24	7.13	8.58	6.88	7.31	5.79	7.45	5.38	7.3	3.74	6.46	6.67	1.52	0.57	1.11	1.69	1.18	1.22	1.99	0.48	1.27	1.69	0.33	3.31	1.09	0.5	2.14
8467	8467	SMARCA5	21.06	18.89	16.82	24.72	22.42	19.72	20.27	24.5	13.93	22.51	19.49	19.21	18.73	15.93	10.41	16.85	20.81	16.38	12.99	18.7	28.36	13.28	15.73	17.49	19.17	18.89	19.26	12.28	19	21.47	7.93	10.24
10226	10226	PLIN3	13.84	16.42	9.02	7.91	4.29	15.62	12.93	8.9	20.62	11.42	26.93	18.82	21.71	11.81	9.8	11.87	19.94	6.85	1.22	6.14	7.99	11.38	6.5	7.9	3.61	4.72	3.87	6.02	7.97	5.89	2.54	14.79
64135	64135	IFIH1	7.8	8.45	10.16	5.85	8.97	7.34	11.17	10.04	9.43	8.42	8.27	8.53	9.73	6.89	8.64	8.16	9.33	10.81	4.97	3.71	4.56	4.91	4.67	6.94	3.56	9.89	5.53	6.56	7.48	8.49	3.56	6.18
9653	9653	HS2ST1	18.03	23.16	27.73	23.94	17.84	14.92	14.75	18.92	20.31	17.07	18.37	16.45	18.68	33.08	19.78	18.61	20.52	15.32	16.95	17.78	16.3	11.06	16.42	12.67	16.58	16.11	14.61	12.31	14.66	14.85	14.57	11.18
10747	10747	MASP2	2.54	5.98	1.41	5.4	2.15	2.41	5.04	4.23	1.58	4.12	3.59	7.76	2.04	2.51	0.31	2.82	5.79	3.72	0.68	7.13	6.19	2.07	4.71	2.32	3.4	5.91	7.04	1.04	3.97	6.51	0.47	0.92
7122	7122	CLDN5	3.64	1.37	2.59	2.09	5.73	5.03	3.39	1.94	2.94	3.36	4.05	1.41	1.44	4.39	5.15	5.15	1.79	3.28	2.85	2.92	7.3	2.5	17.49	6.24	2.63	1.58	2.38	1.65	6.91	2.52	1.67	0.82
728269	728269	MAGEA9B	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0
9185	9185	REPS2	5.26	4.03	3.87	5.5	20.26	4.69	7.26	8.61	2.51	6.4	4.62	8.08	6.48	5.88	2.4	5.14	9.99	8.97	4.52	11.96	18.69	7.99	7.22	5.84	8.45	8.29	8.68	7.27	10.16	7.95	5.03	5.56
57720	57720	GPR107	17.52	20.77	13.72	23.21	16.18	15.79	22.24	22.91	14.44	18.72	16.63	22.96	17.27	16.27	6.48	18.28	20.35	13.16	14.48	19.84	19.82	11.63	18.91	14.7	15.67	22.62	19.74	8.78	14.96	21.93	4.21	5.55
284307	284307	ZIK1	5	6.19	3.21	6.18	3.83	3.58	4.95	4.87	3.63	4.02	4.91	5.24	3.87	4	2.67	3.21	4.57	3.74	3.13	5.26	3.93	3.19	3.8	4.74	3.75	3.83	4.41	2.97	3.5	4.66	1.75	3.16
147968	147968	CAPN12	0.45	0.41	0.75	0.33	1.18	0.64	1.43	1.73	0.37	0.94	1.13	1.69	0.66	0.22	0.34	0.08	1.29	0.85	0.18	0.3	0.11	0.06	0.43	0.49	0.14	1.6	0.67	0.07	0.22	0.16	0.28	0.26
2176	2176	FANCC	3.08	2.8	1.88	2.9	3.34	2.66	3.7	3.75	3.17	2.28	2.31	3.03	2.47	1.57	1.58	2.76	1.81	1.79	2.12	2.3	3.33	1.38	2.61	2.09	3.16	2.81	2.11	1.18	2.62	2.5	1.02	2.04
9689	9689	BZW1	41.79	53.47	47.31	63.71	51.7	50	51.77	61.29	55.45	56.85	50.36	38.22	67.1	54.94	43.11	46.67	45.12	47.17	30.32	25.91	36.5	24.69	34.75	30.18	31.53	27.61	30.87	37.73	37.26	33.16	37.27	35.33
51148	51148	CERCAM	44.91	64.06	27.82	99.73	47.53	84.42	92.04	95.25	45.33	75.77	47.93	47.79	66.23	64.4	32.72	51.61	56.57	38.39	89.49	61.51	49.89	34.98	44.23	64.41	45.94	48.09	36.29	44.11	67.09	41.78	36.28	45.11
10928	10928	RALBP1	24.49	15.15	13.96	16.65	18	15.42	16.18	23.17	17.98	20.93	16.02	16.4	12	11.59	13.06	19.22	13.87	9.85	19.12	17.87	12.72	16.97	16.23	15.64	14.84	20.82	15.97	12.44	15.12	18.42	8.3	8.22
91252	91252	SLC39A13	21.98	21.16	23.42	23.66	21.59	22.69	25.56	22.72	31.77	21.86	20.32	27.17	32.48	23.06	23.6	24.96	28.61	12.04	23.23	20.08	10.93	16.8	23.92	21.65	22.53	23.72	21.73	24.82	22.47	24.02	20.56	8.9
10978	10978	CLP1	4.85	5.77	4.68	4.5	3.45	5.5	3.66	4.06	5.49	5.22	5.53	4.65	4.52	6.08	4.24	5.17	5.13	4.65	7.85	5.38	3.37	4.21	4.8	6.81	5.73	5.91	5.65	11.1	7.32	7.07	8.84	7.09
3418	3418	IDH2	6.12	12.65	25.05	10.85	7.1	14.27	11.56	10.44	31.59	7.5	9.43	13.2	18.57	6.34	26.89	14.27	8.59	10.89	5.95	9.2	11.18	9.3	17.87	12	10.39	10.86	13.34	8.64	8.73	15.85	22.7	7.25
10904	10904	BLCAP	124.14	70.84	74.72	110.53	123	136.27	101.27	95.75	63.94	121.82	118.8	111.64	104.27	94.83	51.77	88.08	88.06	495.45	732.24	534.23	281.48	563.66	506.46	659.01	662.74	570.42	587.19	537.64	468.44	546.77	413.02	99.59
8498	8498	RANBP3	31.59	34.87	22.51	32.95	30.63	32.72	34.12	36.51	25	34.11	29.52	39.51	28.49	31.17	19.88	33.9	32.3	26.32	32.65	26.03	23.89	22.5	26.76	27.92	26.74	29.59	28.96	22.03	27.74	27.83	12.4	20.16
115362	115362	GBP5	0.33	0.36	0.3	0.13	0.58	0.46	0.2	0.28	0.23	0.24	0.22	0.2	0.18	0.23	0.15	0.31	0.24	1.01	0.18	0.48	1.38	0.22	1.26	2.04	0.21	0.5	0.47	0.85	2.76	0.5	0.36	0.55
389170	389170	LEKR1	2.66	2.01	3.71	2.15	2.47	1.83	1.6	1.93	2.28	1.64	2.66	2.13	3.42	2.24	2.63	1.87	2.73	1.46	1.96	1.57	3.89	3.31	1.54	1.55	2.07	1.56	1.61	2.61	2.06	1.34	3.89	2.5
230	230	ALDOC	4.9	1.36	13.56	2.59	0.81	17.87	1.78	1.63	13.23	11.96	1.96	4.3	10.94	2.49	2.47	16.13	1.44	102.89	4.59	2.48	5.3	41.52	38.33	8.28	17.69	8.88	60.83	9	2.81	11.39	8.34	1.72
115	115	ADCY9	1.31	1.72	1.93	1.15	1.07	1.7	1.26	1.31	1.86	1.42	1.61	1.78	1.36	0.96	0.79	1.52	1.09	1.91	0.68	2.41	3.18	1.45	2.12	1.25	1.63	2.5	1.71	0.56	2.36	1.88	0.87	1.66
147007	147007	TMEM199	17.86	16.78	20.39	16.64	17.43	16.75	17.74	15.33	16.94	15.93	17	18.91	20.22	19.19	17.67	17.86	16.98	18.09	22.74	18.25	14.14	17.53	15.09	16.4	17.86	17.25	15.92	19.98	16.44	16.56	18.39	17.78
9400	9400	RECQL5	14.5	14.64	6.26	12.59	10.35	15.8	14.23	14.37	6.76	13.25	12.6	16.74	11.66	14.55	7.68	16.52	12.3	12.14	21.13	20.21	21.02	11.58	18.07	16.52	15.75	21.79	17.72	9.99	19.11	19.58	4.11	7.35
11030	11030	RBPMS	2.95	3.27	1.28	1.51	4.15	6.14	1.72	1.15	4.16	2.13	3.75	1.47	1.31	6.15	1.17	3.71	2.08	4.51	3.87	4.21	3.47	2.69	10.45	3.99	6.02	1.54	4.44	1.69	4.64	2.47	1.2	0.41
10103	10103	TSPAN1	186.36	30.4	112.48	174.02	45.39	255.35	126.13	186.9	159.23	142.52	129.44	109.65	110.03	82.56	96.31	140.37	97.73	11.1	7.43	6.65	4.61	14.91	11.89	6.69	9.44	5.17	10.43	12.61	4.94	5.52	23.88	11.82
2319	2319	FLOT2	41.08	52.13	43.87	45.68	40.56	40.84	48.17	43.66	47.21	47.68	48.96	45.34	57.19	52.13	36.26	45.46	50.19	27.07	29.86	32.31	28.96	32.17	40.08	37.92	26.36	41.21	28.96	25.36	42.31	38.69	20.14	21.74
1072	1072	CFL1	272.23	250.16	315.05	304.04	253.12	310.87	294.73	241.89	337.65	312.82	299.78	264.27	353.01	395.93	384.21	333.48	334.86	180.6	503.53	225.81	142.46	267.78	306.35	360.13	314.17	215.2	236.22	341.51	262.09	220.54	363.91	196.02
9846	9846	GAB2	6.05	13.71	8.29	7.13	6.29	4.76	6.68	5.4	4.11	6.24	7.13	11.15	5.89	9.54	3.66	7.85	5.62	2.2	3.78	6.17	4.28	2.73	8.28	3.43	5.76	3.87	5.83	2.92	3.57	6.33	2.11	1.59
